"STUDY_ID","YEAR","LOCATION","ENTRY","IS_CHECK","STUDY_TYPE","SITE","YIELD_ADJ"
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","08-AB-17",FALSE,"S2MET","Aberdeen",5633.78885714416
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","09-MT-62",FALSE,"S2MET","Aberdeen",6883.55827749578
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","09-N2-18",FALSE,"S2MET","Aberdeen",7402.02863960105
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","09-N2-31",FALSE,"S2MET","Aberdeen",8504.08861809847
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","09-N2-91",FALSE,"S2MET","Aberdeen",8267.88269549862
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","09-WA-39",FALSE,"S2MET","Aberdeen",7754.70721766632
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X00017-4",FALSE,"S2MET","Aberdeen",7673.61948931487
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X00022-4",FALSE,"S2MET","Aberdeen",6253.54808851248
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X00026-2",FALSE,"S2MET","Aberdeen",6660.19405112713
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X00027-9",FALSE,"S2MET","Aberdeen",5936.3685486507
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X00103-4",FALSE,"S2MET","Aberdeen",7437.44033361212
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X01082-10",FALSE,"S2MET","Aberdeen",7605.78341068092
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X01082-12",FALSE,"S2MET","Aberdeen",6098.04177674962
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X01083-9",FALSE,"S2MET","Aberdeen",6270.49636629955
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X01084-15",FALSE,"S2MET","Aberdeen",6498.89626184877
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X01084-6",FALSE,"S2MET","Aberdeen",7031.27758094729
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X01085-14",FALSE,"S2MET","Aberdeen",6538.34762014244
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X01085-3",FALSE,"S2MET","Aberdeen",6232.09736312465
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB04-X01085-6",FALSE,"S2MET","Aberdeen",6465.37232759987
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X02001-2",FALSE,"S2MET","Aberdeen",6082.61779456965
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X020021-49",FALSE,"S2MET","Aberdeen",4881.13346139888
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X02005-45",FALSE,"S2MET","Aberdeen",6283.40357049775
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X030091-34",FALSE,"S2MET","Aberdeen",6455.42918783678
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X031088-33",FALSE,"S2MET","Aberdeen",6931.76869976134
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X031123-44",FALSE,"S2MET","Aberdeen",6449.07349583869
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X031170-28",FALSE,"S2MET","Aberdeen",6384.50929907231
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M114-21",FALSE,"S2MET","Aberdeen",7059.33969119092
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M114-25",FALSE,"S2MET","Aberdeen",6261.1498430289
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M120-23",FALSE,"S2MET","Aberdeen",6080.79342978324
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M122-15",FALSE,"S2MET","Aberdeen",6887.96563273049
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M122-47",FALSE,"S2MET","Aberdeen",5809.21666823449
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M219-14",FALSE,"S2MET","Aberdeen",5318.94718055267
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M219-46",FALSE,"S2MET","Aberdeen",4879.16751499279
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M281-32",FALSE,"S2MET","Aberdeen",6403.24883524219
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB07-X04M281-8",FALSE,"S2MET","Aberdeen",5507.22373161721
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB08-X04M278-10",FALSE,"S2MET","Aberdeen",6457.57334458509
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB08-X05M006-32",FALSE,"S2MET","Aberdeen",6662.02968602177
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB08-X05M011-46",FALSE,"S2MET","Aberdeen",7201.60562315609
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB08-X05M028-12",FALSE,"S2MET","Aberdeen",6304.65706715538
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB08-X05M028-76",FALSE,"S2MET","Aberdeen",7988.26675428765
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB08-X05M030-72",FALSE,"S2MET","Aberdeen",7798.02284786159
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2AB08-X05M046-21",FALSE,"S2MET","Aberdeen",7420.84213649109
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2B05-0655",FALSE,"S2MET","Aberdeen",7083.89817598175
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3301-001",FALSE,"S2MET","Aberdeen",6654.42440975168
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3301-016",FALSE,"S2MET","Aberdeen",6991.64730789675
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3301-021",FALSE,"S2MET","Aberdeen",9041.84159932564
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3302-011",FALSE,"S2MET","Aberdeen",8110.73727301594
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3302-026",FALSE,"S2MET","Aberdeen",5979.6320545731
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3304-022",FALSE,"S2MET","Aberdeen",6567.27964968915
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3305-002",FALSE,"S2MET","Aberdeen",6754.50877583453
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3306-007",FALSE,"S2MET","Aberdeen",7274.41608921464
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3306-013",FALSE,"S2MET","Aberdeen",7359.07365565988
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3306-017",FALSE,"S2MET","Aberdeen",7881.80838215271
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3307-008",FALSE,"S2MET","Aberdeen",6080.19751754183
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3308-020",FALSE,"S2MET","Aberdeen",6670.05618636606
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3309-029",FALSE,"S2MET","Aberdeen",7872.32872948938
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3310-009",FALSE,"S2MET","Aberdeen",5644.74772429234
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3310-012",FALSE,"S2MET","Aberdeen",7254.34244232012
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3310-017",FALSE,"S2MET","Aberdeen",7197.47086630357
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3310-018",FALSE,"S2MET","Aberdeen",6997.99947806347
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3310-019",FALSE,"S2MET","Aberdeen",6730.15174596376
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3312-012",FALSE,"S2MET","Aberdeen",8245.26339068918
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3312-020",FALSE,"S2MET","Aberdeen",6591.9452014464
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3314-015",FALSE,"S2MET","Aberdeen",6200.33510354401
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3315-005",FALSE,"S2MET","Aberdeen",7149.79296121352
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3315-015",FALSE,"S2MET","Aberdeen",6927.76143712046
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3316-005",FALSE,"S2MET","Aberdeen",6016.12216628587
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3316-020",FALSE,"S2MET","Aberdeen",6696.65528297122
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3317-006",FALSE,"S2MET","Aberdeen",6689.14157712384
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3317-014",FALSE,"S2MET","Aberdeen",5486.49923047135
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3317-016",FALSE,"S2MET","Aberdeen",6613.87772794274
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3317-018",FALSE,"S2MET","Aberdeen",6152.05565100361
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3317-025",FALSE,"S2MET","Aberdeen",6586.69680706829
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3318-006",FALSE,"S2MET","Aberdeen",7705.15423182726
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3324-018",FALSE,"S2MET","Aberdeen",6562.24961548467
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3328-025",FALSE,"S2MET","Aberdeen",6207.43674228335
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3332-029",FALSE,"S2MET","Aberdeen",7287.75226567425
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3335-007",FALSE,"S2MET","Aberdeen",6127.90993763711
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3336-002",FALSE,"S2MET","Aberdeen",7647.12745943003
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3336-016",FALSE,"S2MET","Aberdeen",8560.87284996139
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3337-013",FALSE,"S2MET","Aberdeen",6245.53638045
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3340-004",FALSE,"S2MET","Aberdeen",6918.01482119331
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3340-013",FALSE,"S2MET","Aberdeen",7490.52018929113
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3340-022",FALSE,"S2MET","Aberdeen",6295.73669857507
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3340-025",FALSE,"S2MET","Aberdeen",6691.82952137255
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3342-004",FALSE,"S2MET","Aberdeen",5795.56069946191
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3342-009",FALSE,"S2MET","Aberdeen",7167.07018809334
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3342-010",FALSE,"S2MET","Aberdeen",7193.84608628208
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3342-013",FALSE,"S2MET","Aberdeen",6620.17143405984
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3342-018",FALSE,"S2MET","Aberdeen",7025.42270856463
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3342-022",FALSE,"S2MET","Aberdeen",7806.2599604031
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3345-013",FALSE,"S2MET","Aberdeen",9125.28691398087
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2MS14_3346-002",FALSE,"S2MET","Aberdeen",7089.31703213804
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND21089",FALSE,"S2MET","Aberdeen",7652.27864829665
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND23146",FALSE,"S2MET","Aberdeen",6690.91945222869
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND23164",FALSE,"S2MET","Aberdeen",6499.47456432939
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24186",FALSE,"S2MET","Aberdeen",6790.92633578031
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24205",FALSE,"S2MET","Aberdeen",6523.52659417501
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24238",FALSE,"S2MET","Aberdeen",7880.58626905127
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24259",FALSE,"S2MET","Aberdeen",5406.50964262111
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24341",FALSE,"S2MET","Aberdeen",7443.0028848109
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24365",FALSE,"S2MET","Aberdeen",7544.39952552148
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24379",FALSE,"S2MET","Aberdeen",7641.86709056152
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24385",FALSE,"S2MET","Aberdeen",6899.44363404386
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24388",FALSE,"S2MET","Aberdeen",8506.73429905704
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24424",FALSE,"S2MET","Aberdeen",8225.57997483817
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24434",FALSE,"S2MET","Aberdeen",7682.14399189765
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24510",FALSE,"S2MET","Aberdeen",5625.43904262631
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND24519",FALSE,"S2MET","Aberdeen",7720.81066199267
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26306",FALSE,"S2MET","Aberdeen",7622.8133973966
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26319",FALSE,"S2MET","Aberdeen",6935.54774094909
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26321",FALSE,"S2MET","Aberdeen",7463.84783636824
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26322",FALSE,"S2MET","Aberdeen",6897.02053946094
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26324",FALSE,"S2MET","Aberdeen",6770.12576039
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26325",FALSE,"S2MET","Aberdeen",6021.98126489452
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26326",FALSE,"S2MET","Aberdeen",7367.70381614345
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26328",FALSE,"S2MET","Aberdeen",6982.18949110898
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26330",FALSE,"S2MET","Aberdeen",7419.16428447059
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26333",FALSE,"S2MET","Aberdeen",8475.84688876667
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26334",FALSE,"S2MET","Aberdeen",8200.53898429685
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26341",FALSE,"S2MET","Aberdeen",7395.73000286121
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26342",FALSE,"S2MET","Aberdeen",7427.9818123434
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26346",FALSE,"S2MET","Aberdeen",5905.98336706204
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26348",FALSE,"S2MET","Aberdeen",7600.89354977694
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26350",FALSE,"S2MET","Aberdeen",7459.29960343933
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26351",FALSE,"S2MET","Aberdeen",7330.76219207229
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26352",FALSE,"S2MET","Aberdeen",6411.87617854093
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26361",FALSE,"S2MET","Aberdeen",6148.36254512942
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26369",FALSE,"S2MET","Aberdeen",6822.55617057522
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26373",FALSE,"S2MET","Aberdeen",7866.91762157922
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND26388",FALSE,"S2MET","Aberdeen",7186.05344252309
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27343",FALSE,"S2MET","Aberdeen",6656.24525272369
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27344",FALSE,"S2MET","Aberdeen",7180.40002509379
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27346",FALSE,"S2MET","Aberdeen",8018.54486909689
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27347",FALSE,"S2MET","Aberdeen",7526.7968715039
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27348",FALSE,"S2MET","Aberdeen",6978.49568107303
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27349",FALSE,"S2MET","Aberdeen",6919.32850495176
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27353",FALSE,"S2MET","Aberdeen",7314.05411052974
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27360",FALSE,"S2MET","Aberdeen",8160.1557206352
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27362",FALSE,"S2MET","Aberdeen",7508.58492188267
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27368",FALSE,"S2MET","Aberdeen",7809.01270828025
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27373",FALSE,"S2MET","Aberdeen",7941.71516571346
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27374",FALSE,"S2MET","Aberdeen",8173.1812618695
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27375",FALSE,"S2MET","Aberdeen",6929.41604406517
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27377",FALSE,"S2MET","Aberdeen",7309.52841822738
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27378",FALSE,"S2MET","Aberdeen",8366.47587243095
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27379",FALSE,"S2MET","Aberdeen",8123.38244486027
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27380",FALSE,"S2MET","Aberdeen",8011.60735254312
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27390",FALSE,"S2MET","Aberdeen",7727.78198921951
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27392",FALSE,"S2MET","Aberdeen",7639.32777209734
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27394",FALSE,"S2MET","Aberdeen",7298.22721847565
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27395",FALSE,"S2MET","Aberdeen",7641.36838391563
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27396",FALSE,"S2MET","Aberdeen",7838.47091547981
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27397",FALSE,"S2MET","Aberdeen",6906.68544603899
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27403",FALSE,"S2MET","Aberdeen",7937.60788003272
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27404",FALSE,"S2MET","Aberdeen",8451.02707609678
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27405",FALSE,"S2MET","Aberdeen",7660.82710013643
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27408",FALSE,"S2MET","Aberdeen",6568.46443011847
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27416",FALSE,"S2MET","Aberdeen",7881.86684626658
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27419",FALSE,"S2MET","Aberdeen",6556.05241060243
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27421",FALSE,"S2MET","Aberdeen",7477.38335469551
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27440",FALSE,"S2MET","Aberdeen",6190.15599375727
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27518",FALSE,"S2MET","Aberdeen",7151.34191023161
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27572",FALSE,"S2MET","Aberdeen",8219.45109543666
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27625",FALSE,"S2MET","Aberdeen",8546.07647736681
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27628",FALSE,"S2MET","Aberdeen",6835.66764742361
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27633",FALSE,"S2MET","Aberdeen",8657.50008029375
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27657",FALSE,"S2MET","Aberdeen",7609.95620490448
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27660",FALSE,"S2MET","Aberdeen",5554.54239882767
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27667",FALSE,"S2MET","Aberdeen",5312.04770116526
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27669",FALSE,"S2MET","Aberdeen",7057.80130798493
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27670",FALSE,"S2MET","Aberdeen",6431.68074923919
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27671",FALSE,"S2MET","Aberdeen",6973.55158230066
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27672",FALSE,"S2MET","Aberdeen",6597.80852623445
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27673",FALSE,"S2MET","Aberdeen",5913.50552560249
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27674",FALSE,"S2MET","Aberdeen",6082.91927246926
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27675",FALSE,"S2MET","Aberdeen",5944.87544154753
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27676",FALSE,"S2MET","Aberdeen",5727.49851244303
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27677",FALSE,"S2MET","Aberdeen",6042.37822586285
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27678",FALSE,"S2MET","Aberdeen",6585.43102198138
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27681",FALSE,"S2MET","Aberdeen",5959.90144460397
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27692",FALSE,"S2MET","Aberdeen",7376.29593996636
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27693",FALSE,"S2MET","Aberdeen",7797.14729396425
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27695",FALSE,"S2MET","Aberdeen",6194.20411093089
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27699",FALSE,"S2MET","Aberdeen",7680.96484632529
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27702",FALSE,"S2MET","Aberdeen",8147.85499429289
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","2ND27705",FALSE,"S2MET","Aberdeen",6295.71838438309
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","MT050236",FALSE,"S2MET","Aberdeen",8315.67611997212
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","MT070031",FALSE,"S2MET","Aberdeen",7045.03286822207
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","MT080010",FALSE,"S2MET","Aberdeen",8348.45622074799
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","MT080077",FALSE,"S2MET","Aberdeen",7393.74081142869
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","MT080154",FALSE,"S2MET","Aberdeen",6300.73151327882
"S2MET_2016_Aberdeen","2016","Aberdeen, ID","MT080160",FALSE,"S2MET","Aberdeen",6296.79821122279
