trial,location,environment,planting_date,harvest_date,latitude,longitude,elevation,year,yday,prcp,swe,tmax,tmin,vp,radn,daylength
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,20,0,24,2.5,-3.5,480,4.470128892031252,9.024000108506945
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,21,0,24,1,-7.5,360,6.0294761107812525,9.024000108506945
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,22,0,24,4,-8.5,320,7.87968,9.12
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,23,0,24,6.5,-2.5,520,6.408806299804687,9.12
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,24,0,20,7,-1,560,5.8834942998046875,9.12
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,25,0,20,9,1,640,5.945426098749995,9.216000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,26,0,16,12,0,600,7.856456151250005,9.216000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,27,0,12,11,-1,560,8.0455678125,9.311999782986112
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,28,0,12,9.5,-0.5,600,7.29464835460937,9.311999782986112
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,29,0,12,6.5,-5.5,400,8.453652881718755,9.408000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,30,0,12,7,-6,400,8.887173118281245,9.408000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,31,0,12,4.5,-7,360,8.453652881718755,9.408000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,32,0,12,0,-10.5,280,8.320941595585943,9.503999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,33,0,12,6.5,-3.5,480,8.101969654414058,9.503999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,34,0,8,7,0,600,6.19315189453125,9.6
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,35,3,12,3.5,-7,360,6.52492810546875,9.6
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,36,0,8,12,-1,480,9.717719261953116,9.696000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,37,0,4,16,5,760,8.935834,9.696000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,38,0,0,14.5,6.5,960,6.542622790156245,9.79199978298611
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,39,0,0,14,4,760,7.896268625,9.79199978298611
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,40,0,0,11.5,2.5,680,7.63195387023437,9.88800021701389
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,41,0,0,9.5,2,720,6.720676096132815,9.88800021701389
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,42,0,0,12,-0.5,520,9.546301244374991,9.983999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,43,0,0,12.5,1,560,9.201254,9.983999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,44,0,0,15,-0.5,480,10.56706604296875,10.08
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,45,0,0,15.5,0.5,480,10.56706604296875,10.08
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,46,1,0,9.5,-1.5,480,9.49542997218752,10.176000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,47,1,0,2.5,-5,440,7.50256171179688,10.176000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,48,0,0,4.5,-7,320,10.17667607640624,10.27199978298611
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,49,0,0,12.5,-2,400,11.2416765625,10.27199978298611
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,50,0,0,10.5,-1,480,10.27178563062501,10.368000217013888
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,51,1,0,7.5,-1,520,8.480194623593748,10.368000217013888
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,52,3,4,2.5,-10.5,280,9.523076839960932,10.463999565972221
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,53,0,4,-6,-21.5,120,13.862706625,10.463999565972221
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,54,0,4,-2.5,-19.5,120,14.4764923359375,10.56
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,55,0,4,4,-10,240,13.381632,10.56
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,56,0,4,4,-5.5,360,10.802627234140635,10.656000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,57,1,4,-2.5,-13,200,11.907440890859366,10.656000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,58,0,4,-2.5,-16,160,13.996523473749996,10.751999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,59,0,4,-3,-12,240,11.122237185781241,10.848000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,60,0,4,0,-15.5,160,15.24621318664062,10.848000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,61,0,4,4.5,-11,200,15.50720986546874,10.943999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,62,2,4,-2,-15,160,14.498610625,10.943999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,63,0,4,-0.5,-17.5,120,16.40632271484375,11.04
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,64,0,4,8,-9,200,16.279142642578126,11.04
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,65,0,4,12.5,-4.5,280,16.420701044687508,11.136000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,66,0,4,12.5,-2,320,15.394407,11.136000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,67,0,4,13,-4.5,240,16.950436006093742,11.231999782986112
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,68,0,0,15,-3.5,280,17.48680687718749,11.328000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,69,0,0,17.5,-3,240,18.008801873906254,11.328000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,70,0,0,17,1,400,14.871305926015616,11.423999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,71,0,0,14.5,2,480,12.897238801015616,11.423999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,72,0,0,16.5,-3.5,280,16.5888,11.52
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,73,0,0,19,1,360,15.925248,11.52
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,74,0,0,18.5,7.5,600,12.04346925,11.616000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,75,0,0,15.5,4.5,480,12.412845592656256,11.711999782986112
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,76,0,0,7,-0.5,440,9.174712407343746,11.711999782986112
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,77,4,0,10,2,560,7.345520904726565,11.80800021701389
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,78,0,0,13.5,-2,200,16.18735081859374,11.80800021701389
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,79,0,0,18.5,0.5,240,17.55316186156249,11.903999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,80,0,0,18.5,2.5,240,16.73035688843751,11.903999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,81,0,0,16,-1.5,200,17.694720263671876,12
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,82,0,0,13,0,200,15.188705293437481,12.096000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,83,3,0,5.5,-1.5,400,6.96729625,12.096000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,84,1,0,9,-1,240,13.062021155390621,12.19199978298611
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,85,0,0,14.5,3,280,14.7474429375,12.19199978298611
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,86,0,0,21.5,2,240,19.534971495000004,12.288000217013888
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,87,0,0,21,3.5,280,18.827182682500005,12.288000217013888
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,88,0,0,16,-3,160,19.830250280781268,12.383999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,89,0,0,18.5,1,240,19.12135707421875,12.48
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,90,0,0,21,4,280,18.8338181484375,12.48
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,91,4,0,10.5,-2,240,12.024668851328135,12.576000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,92,1,0,5,-4.5,240,13.183673327656269,12.576000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,93,0,0,8.5,-6,120,18.393661681874992,12.671999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,94,0,0,10.5,-2,200,16.7878653125,12.671999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,95,4,0,5.5,-1.5,400,7.94271771527344,12.768000217013888
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,96,3,0,4,-2.5,440,7.70605001734376,12.863999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,97,3,4,7.5,-6.5,200,16.00487398265624,12.863999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,98,0,0,10.5,-3.5,160,21.79768376953125,12.96
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,99,0,0,11.5,-2.5,160,22.096281884765624,12.96
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,100,0,0,15.5,-2,200,22.25995878687501,13.056000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,101,0,0,16,3,280,19.25185628687501,13.056000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,102,3,0,12,-2,240,15.302615365468741,13.151999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,103,0,0,17.5,-2.5,160,23.93874421398437,13.151999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,104,0,0,19,2,240,22.73992683031249,13.248000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,105,8,0,8,-3,320,13.220167836406231,13.343999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,106,3,4,9,-7.5,200,18.907913918203114,13.343999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,107,0,0,16.5,-3.5,160,27.249869390625,13.44
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,108,0,0,15.5,-0.5,240,22.295346609375,13.44
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,109,0,0,11.5,-3.5,200,21.986796819843768,13.536000434027779
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,110,0,0,15.5,-2,200,23.702077902578115,13.536000434027779
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,111,0,0,19,0,200,24.655379787968755,13.631999782986112
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,112,0,0,21,2,240,24.655379787968755,13.631999782986112
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,113,5,0,19.5,5,480,15.972803415781259,13.72800021701389
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,114,2,0,16.5,2.5,320,21.03349311414063,13.72800021701389
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,115,11,0,11.5,0.5,480,13.21795572874999,13.823999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,116,2,0,7.5,2,680,9.714400823125004,13.823999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,117,0,0,12.5,0,400,20.365516494140625,13.92
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,118,0,0,21,0,280,26.61949501171875,13.92
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,119,0,0,24.5,3.5,320,26.641613625,14.016000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,120,2,0,20.5,3.5,360,24.54257709203124,14.016000434027777
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,121,0,0,22,1,280,26.986660045156242,14.11199978298611
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,122,0,0,21,4,400,24.54810648265624,14.11199978298611
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,123,0,0,19.5,3.5,400,23.89672034937501,14.20800021701389
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,124,0,0,21.5,3.5,360,25.3698051875,14.20800021701389
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,125,0,0,20,5.5,480,22.41036282859373,14.303999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,126,0,0,15,4.5,560,17.46690057859373,14.303999565972223
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,127,4,0,10.5,2,640,11.11449568359375,14.4
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,128,1,0,7,1.5,680,10.119167841796875,14.4
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,129,1,0,10.5,0.5,480,17.868349656484366,14.496000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,130,0,0,12.5,-3,280,24.715101218515635,14.496000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,131,0,0,17,-2,280,27.40027223000002,14.591999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,132,3,0,16,4.5,680,14.792786020624995,14.591999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,133,7,0,19.5,5,640,17.6504829375,14.591999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,134,1,0,18.5,4.5,520,23.51960034203124,14.688000217013888
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,135,2,0,15,5.5,720,17.42819386023438,14.688000217013888
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,136,14,0,12,4.5,840,10.72963584984374,14.783999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,137,10,0,8,3.5,800,6.98277851257813,14.783999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,138,4,0,9,2,720,10.799309126953125,14.88
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,139,0,0,11.5,4,800,15.59900225390625,14.88
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,140,0,0,15.5,3.5,640,23.141376,14.88
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,141,0,0,17.5,5,680,23.98076931687498,14.976000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,142,0,0,19,4,560,26.91367055812502,14.976000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,143,6,0,16.5,7,960,14.83702380812502,14.976000434027778
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,144,3,0,15,7,1000,13.0222078125,15.071999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,145,1,0,19.5,4,560,27.78071,15.071999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,146,4,0,20,8.5,1000,16.84205510632813,15.071999782986111
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,147,3,0,18.5,8.5,1080,15.376712233281255,15.168000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,148,10,0,15,8.5,1120,11.008328170781255,15.168000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,149,5,0,19,8,1040,17.29880022093749,15.168000217013889
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,150,5,0,19,9,1120,16.353238910390616,15.263999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,151,2,0,25,8,800,29.54133285843754,15.263999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,152,3,0,25.5,10,1080,20.925111054218767,15.263999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,153,3,0,22.5,6.5,880,21.628477160390617,15.263999565972222
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,154,4,0,21.5,6.5,880,21.233664,15.36
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,155,1,0,21.5,8,880,27.249868125,15.36
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,156,1,0,21,8,880,26.719027875,15.36
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,157,0,0,24,7.5,800,29.373235875,15.36
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,158,0,0,26,10.5,1000,28.134604125,15.36
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,159,0,0,30,11,960,29.91292364156246,15.456000434027779
2015_S2C1F4_BZ15,Bozeman,BZD15,2015-04-24,2015-08-31,45.6732,-111.1541,1447,2015,160,0,0,31.5,12.5,1080,29.73487323343754,15.456000434027779
